[1336507201000, 226, 14076],
[1336510801000, 299, 20213],
[1336514401000, 372, 24049],
[1336518001000, 454, 26786],
[1336521601000, 519, 36414],
[1336525201000, 568, 38510],
[1336528801000, 626, 43842],
[1336532401000, 675, 46783],
[1336536001000, 730, 49586],
[1336539602000, 783, 51587],
[1336543201000, 827, 54558],
[1336546802000, 873, 57048],
[1336550401000, 914, 58843],
[1336554001000, 944, 60539],
[1336557601000, 969, 61271],
[1336561201000, 1003, 62267],
[1336564801000, 1040, 63102],
[1336568401000, 1076, 64424],
[1336572001000, 1128, 65902],
[1336575601000, 1202, 67508],
[1336579201000, 1269, 69793],
[1336582801000, 1323, 71539],
[1336586401000, 1375, 73546],
[1336590001000, 1421, 75562],
[1336593601000, 1472, 77600],
[1336597201000, 1516, 79152],
[1336600801000, 1573, 80918],
[1336604401000, 1623, 82849],
[1336608001000, 1667, 84279],
[1336611601000, 1703, 85380],
[1336615201000, 1737, 87126],
[1336618801000, 1760, 87670],
[1336622401000, 1787, 88870],
[1336626003000, 1811, 95755],
[1336629602000, 1835, 96687],
[1336633202000, 1862, 97572],
[1336636802000, 1888, 98144],
[1336640401000, 1911, 98999],
[1336644001000, 1932, 100004],
[1336647601000, 1956, 100615],
[1336651203000, 1975, 101300],
[1336654801000, 2005, 102055],
[1336658401000, 2039, 103020],
[1336662001000, 2064, 104185],
[1336665601000, 2093, 104810],
[1336669201000, 2116, 105260],
[1336672801000, 2138, 106090],
[1336676401000, 2170, 106970],
[1336680001000, 2202, 108763],
[1336683601000, 2240, 110193],
[1336687201000, 2281, 112492],
[1336690801000, 2304, 113607],
[1336694401000, 2321, 114308],
[1336698001000, 2344, 115290],
[1336701601000, 2370, 116400],
[1336705201000, 2379, 116520],
[1336708801000, 2390, 116885],
[1336712403000, 2406, 117440],
[1336716002000, 2418, 118285],
[1336719602000, 2434, 119285],
[1336723202000, 2445, 119540],
[1336726801000, 2461, 119898],
[1336730401000, 2474, 120223],
[1336734001000, 2483, 120543],
[1336737601000, 2495, 120783],
[1336741201000, 2512, 121293],
[1336744801000, 2527, 121678],
[1336748401000, 2549, 122788],
[1336752001000, 2567, 123808],
[1336755602000, 2586, 124393],
[1336759201000, 2610, 124929],
[1336762801000, 2628, 125619],
[1336766401000, 2639, 125944],
[1336770001000, 2650, 126524],
[1336773601000, 2662, 126780],
[1336777201000, 2669, 127150],
[1336780801000, 2680, 127890],
[1336784401000, 2687, 128280],
[1336788001000, 2696, 128475],
[1336791601000, 2702, 128680],
[1336795201000, 2709, 129405],
[1336798803000, 2717, 129745],
[1336802402000, 2725, 129980],
[1336806001000, 2732, 130030],
[1336809601000, 2737, 130355],
[1336813201000, 2742, 130950],
[1336816801000, 2749, 131173],
[1336820401000, 2755, 131445],
[1336824001000, 2761, 131755],
[1336827602000, 2771, 132121],
[1336831201000, 2775, 132311],
[1336834801000, 2785, 132721],
[1336838401000, 2797, 133755],
[1336842001000, 2802, 133885],
[1336845601000, 2813, 134260],
[1336849202000, 2821, 134416],
[1336852801000, 2826, 133906],
[1336856401000, 2837, 134371],
[1336860001000, 2850, 135691],
[1336863601000, 2855, 136581],
[1336867201000, 2864, 136846],
[1336870801000, 2873, 137116],
