[1333462746000, 593, 28199],
[1333465214000, 593, 28199],
[1333468821000, 593, 28199],
[1333472412000, 593, 28199],
[1333476016000, 593, 28199],
[1333479610000, 593, 28199],
[1333483210000, 593, 28199],
[1333486812000, 593, 28199],
[1333490413000, 593, 28199],
[1333494013000, 594, 28202],
[1333497612000, 595, 28212],
[1333501211000, 595, 28212],
[1333504808000, 595, 28212],
[1333508410000, 597, 28225],
[1333512015000, 597, 28225],
[1333515614000, 597, 28225],
[1333519215000, 598, 28245],
[1333522812000, 598, 28245],
[1333526417000, 598, 28245],
[1333530010000, 598, 28245],
[1333533611000, 598, 28245],
[1333537212000, 599, 28248],
[1333540817000, 599, 28248],
[1333544411000, 599, 28248],
[1333548014000, 599, 28248],
[1333551612000, 599, 28248],
[1333555202000, 600, 28251],
[1333558806000, 600, 28251],
[1333562404000, 600, 28251],
[1333566002000, 601, 28301],
[1333569604000, 602, 28351],
[1333573204000, 602, 28351],
[1333576802000, 602, 28351],
[1333580403000, 602, 28351],
[1333584003000, 602, 28351],
[1333587602000, 604, 28461],
[1333591203000, 604, 28461],
[1333594802000, 604, 28461],
[1333598401000, 604, 28461],
[1333602002000, 604, 28461],
[1333605603000, 604, 28461],
[1333609202000, 604, 28461],
[1333612803000, 604, 28461],
[1333616402000, 604, 28461],
[1333620003000, 604, 28461],
[1333623603000, 605, 28486],
[1333627201000, 605, 28486],
[1333630802000, 605, 28486],
[1333634401000, 605, 28486],
[1333638001000, 605, 28486],
[1333641601000, 605, 28486],
[1333645201000, 605, 28486],
[1333648801000, 606, 28496],
[1333652402000, 606, 28496],
[1333656001000, 607, 28506],
[1333659602000, 607, 28506],
[1333663201000, 607, 28506],
[1333666801000, 607, 28506],
[1333670401000, 607, 28506],
[1333674001000, 607, 28506],
[1333677602000, 607, 28506],
[1333681201000, 607, 28506],
[1333684801000, 607, 28506],
[1333688401000, 608, 28516],
[1333692003000, 608, 28516],
[1333695603000, 608, 28516],
[1333699202000, 608, 28516],
[1333702803000, 608, 28516],
[1333706402000, 608, 28516],
[1333710003000, 608, 28516],
[1333713602000, 608, 28516],
[1333717202000, 608, 28516],
[1333720801000, 608, 28516],
[1333724402000, 608, 28516],
[1333728001000, 608, 28516],
[1333731601000, 609, 28519],
[1333735201000, 609, 28519],
[1333738801000, 609, 28519],
[1333742401000, 611, 28532],
[1333746001000, 611, 28532],
[1333749601000, 613, 28559],
[1333753201000, 613, 28559],
[1333756802000, 613, 28559],
[1333760401000, 613, 28559],
[1333764001000, 613, 28559],
[1333767601000, 613, 28559],
[1333771201000, 613, 28559],
[1333774802000, 613, 28559],
[1333778402000, 613, 28559],
[1333782002000, 613, 28559],
[1333785602000, 613, 28559],
[1333789202000, 614, 28579],
[1333792803000, 614, 28579],
[1333796403000, 614, 28579],
[1333800002000, 614, 28579],
[1333803602000, 614, 28579],
[1333807201000, 614, 28579],
[1333810805000, 615, 28582],
[1333814401000, 616, 28585],
[1333818001000, 616, 28585],
[1333821601000, 617, 28645],
[1333825201000, 617, 28645],
[1333828801000, 617, 28645],
[1333832401000, 618, 28695],
[1333836001000, 618, 28695],
[1333839601000, 618, 28695],
[1333843201000, 618, 28695],
[1333846802000, 618, 28695],
[1333850401000, 618, 28695],
[1333854001000, 618, 28695],
[1333857601000, 618, 28695],
[1333861202000, 618, 28695],
[1333864802000, 618, 28695],
[1333868403000, 618, 28695],
[1333872004000, 618, 28695],
[1333875602000, 618, 28695],
[1333879204000, 618, 28695],
[1333882802000, 618, 28695],
[1333886402000, 618, 28695],
[1333890002000, 618, 28695],
[1333893602000, 618, 28695],
[1333897201000, 618, 28695],
[1333900802000, 618, 28695],
[1333904401000, 619, 28705],
[1333908001000, 619, 28705],
[1333911602000, 620, 28755],
[1333915201000, 620, 28755],
[1333918801000, 620, 28755],
