[1333630802000, 170, 5231],
[1333634401000, 182, 5497],
[1333638001000, 194, 5832],
[1333641601000, 209, 6135],
[1333645201000, 220, 6435],
[1333648801000, 233, 6675],
[1333652402000, 250, 7035],
[1333656001000, 264, 7391],
[1333659602000, 275, 7676],
[1333663201000, 284, 7902],
[1333666801000, 292, 8052],
[1333670401000, 301, 8358],
[1333674001000, 305, 8463],
[1333677602000, 312, 8683],
[1333681201000, 315, 8743],
[1333684801000, 319, 8833],
[1333688401000, 324, 8953],
[1333692003000, 324, 8953],
[1333695603000, 326, 8983],
[1333699202000, 329, 9128],
[1333702803000, 330, 9158],
[1333706402000, 331, 9188],
[1333710003000, 332, 9203],
[1333713602000, 342, 9428],
[1333717202000, 352, 9683],
[1333720801000, 364, 9928],
[1333724402000, 376, 10213],
[1333728001000, 389, 10515],
[1333731601000, 397, 10685],
[1333735201000, 405, 10885],
[1333738801000, 410, 11091],
[1333742401000, 415, 11211],
[1333746001000, 428, 11566],
[1333749601000, 434, 11716],
[1333753201000, 440, 11976],
[1333756802000, 442, 12021],
[1333760401000, 452, 12202],
[1333764001000, 456, 12322],
[1333767601000, 457, 12352],
[1333771201000, 463, 12517],
[1333774802000, 468, 12652],
[1333778402000, 475, 12947],
[1333782002000, 479, 13157],
[1333785602000, 481, 13187],
[1333789202000, 485, 13307],
[1333792803000, 494, 13532],
[1333796403000, 497, 13677],
[1333800002000, 501, 13767],
[1333803602000, 503, 13812],
[1333807201000, 508, 13902],
[1333810805000, 510, 13947],
[1333814401000, 512, 14007],
[1333818001000, 519, 14172],
[1333821601000, 526, 14367],
[1333825201000, 529, 14442],
[1333828801000, 534, 14592],
[1333832401000, 540, 14742],
[1333836001000, 542, 14832],
[1333839601000, 547, 14967],
[1333843201000, 552, 15057],
[1333846802000, 555, 15117],
[1333850401000, 562, 15267],
[1333854001000, 562, 15267],
[1333857601000, 565, 15372],
[1333861202000, 568, 15447],
[1333864802000, 572, 15537],
[1333868403000, 574, 15627],
[1333872004000, 576, 15672],
[1333875602000, 576, 15672],
[1333879204000, 579, 15752],
[1333882802000, 580, 15767],
[1333886402000, 581, 15782],
[1333890002000, 582, 15797],
[1333893602000, 584, 15842],
[1333897201000, 586, 15904],
[1333900802000, 587, 15949],
[1333904401000, 590, 16024],
[1333908001000, 592, 16084],
[1333911602000, 594, 16129],
[1333915201000, 597, 16189],
[1333918801000, 600, 21319],
[1333922401000, 604, 21524],
[1333926001000, 607, 21600],
[1333929601000, 609, 21630],
[1333933201000, 613, 21735],
[1333936801000, 616, 21795],
[1333940401000, 620, 21870],
[1333944001000, 621, 21900],
[1333947602000, 627, 22035],
[1333951202000, 628, 22050],
[1333954802000, 629, 22080],
[1333958404000, 630, 22110],
[1333962001000, 633, 22185],
[1333965602000, 635, 22230],
[1333969202000, 635, 22245],
[1333972802000, 638, 22320],
[1333976402000, 640, 22365],
[1333980001000, 644, 22460],
[1333983602000, 647, 22550],
[1333987201000, 648, 22595],
[1333990801000, 653, 22732],
[1333994402000, 657, 22877],
[1333998001000, 658, 22907],
[1334001601000, 659, 22967],
[1334005201000, 664, 23072],
[1334008801000, 666, 23102],
[1334012401000, 667, 23132],
[1334016001000, 670, 23192],
[1334019601000, 678, 23358],
[1334023201000, 678, 23358],
[1334026802000, 678, 23358],
[1334030401000, 680, 23388],
[1334034002000, 681, 23418],
[1334037602000, 684, 23513],
[1334041203000, 686, 23558],
[1334044802000, 688, 23663],
[1334048402000, 688, 23663],
[1334052003000, 688, 23663],
[1334055603000, 689, 23678],
[1334059202000, 689, 23678],
[1334062801000, 691, 23723],
[1334066401000, 693, 23768],
[1334070003000, 695, 23813],
[1334073602000, 699, 23903],
[1334077201000, 702, 24023],
[1334080801000, 708, 24173],
[1334084402000, 711, 24247],
[1334088001000, 715, 24542],
[1334091601000, 718, 24607],
[1334095201000, 720, 24667],
[1334098801000, 723, 24757],
[1334102401000, 723, 24757],
[1334106001000, 725, 24787],
[1334109601000, 726, 24817],
[1334113201000, 727, 24832],
[1334116801000, 728, 24862],
[1334120402000, 732, 24967],
[1334124003000, 734, 24997],
[1334127609000, 735, 25027],
[1334131203000, 738, 25147],
[1334134802000, 739, 25163],
[1334138404000, 740, 25178],
[1334142002000, 742, 25238],
[1334145603000, 742, 25238],
[1334149203000, 745, 25518],
[1334152802000, 745, 25518],
[1334156402000, 747, 25583],
[1334160001000, 748, 25598],
[1334163601000, 748, 25598],
[1334167201000, 751, 25658],
[1334170802000, 751, 25658],
[1334174401000, 754, 25718],
[1334178001000, 754, 25718],
[1334181601000, 757, 25778],
[1334185201000, 761, 25869],
[1334188801000, 762, 25899],
[1334192401000, 764, 25974],
[1334196002000, 766, 26004],
[1334199601000, 768, 26034],
[1334203201000, 771, 26079],
[1334206803000, 771, 26079],
[1334210401000, 774, 27154],
[1334214003000, 774, 27154],
[1334217604000, 776, 27200],
[1334221202000, 776, 27200],
[1334224803000, 777, 27215],
