[1338156001000, 1162, 111032],
[1338159601000, 1185, 112158],
[1338163201000, 1196, 112622],
[1338166801000, 1211, 113284],
[1338170401000, 1222, 113698],
[1338174001000, 1238, 114355],
[1338177601000, 1245, 114589],
[1338181202000, 1254, 115257],
[1338184810000, 1258, 115399],
[1338188402000, 1266, 115649],
[1338192003000, 1270, 115750],
[1338195602000, 1283, 116248],
[1338199201000, 1288, 116461],
[1338202801000, 1296, 116849],
[1338206401000, 1302, 117120],
[1338210001000, 1306, 117411],
[1338213601000, 1311, 119149],
[1338217201000, 1316, 119457],
[1338220801000, 1327, 119741],
[1338224401000, 1339, 120654],
[1338228002000, 1344, 121383],
[1338231601000, 1351, 121682],
[1338235201000, 1360, 122104],
[1338238801000, 1370, 122433],
[1338242401000, 1377, 122728],
[1338246001000, 1378, 122700],
[1338249601000, 1385, 123002],
[1338253201000, 1391, 123406],
[1338256801000, 1398, 123777],
[1338260401000, 1399, 123804],
[1338264001000, 1407, 124365],
[1338267601000, 1416, 124739],
[1338271211000, 1424, 124999],
[1338274803000, 1429, 125243],
[1338278403000, 1430, 125264],
[1338282005000, 1434, 125416],
[1338285601000, 1438, 125622],
[1338289202000, 1439, 125732],
[1338292801000, 1440, 125759],
[1338296401000, 1440, 125759],
[1338300001000, 1442, 125854],
[1338303601000, 1449, 126240],
[1338307201000, 1453, 126380],
[1338310801000, 1458, 126570],
[1338314401000, 1463, 126847],
[1338318001000, 1467, 127025],
[1338321601000, 1473, 128313],
[1338325201000, 1474, 128333],
[1338328801000, 1476, 128405],
[1338332401000, 1478, 128516],
[1338336001000, 1480, 128570],
[1338339601000, 1483, 128670],
[1338343201000, 1484, 128697],
[1338346801000, 1487, 128786],
[1338350401000, 1490, 128841],
[1338354001000, 1493, 128930],
[1338357610000, 1495, 129154],
[1338361203000, 1496, 129229],
[1338364804000, 1498, 129451],
[1338368403000, 1498, 129604],
[1338372002000, 1500, 129660],
[1338375602000, 1501, 129705],
[1338379201000, 1501, 129705],
[1338382802000, 1502, 129831],
[1338386401000, 1504, 129901],
[1338390002000, 1508, 130063],
[1338393601000, 1510, 130113],
[1338397201000, 1512, 130178],
[1338400801000, 1518, 130319],
[1338404402000, 1520, 130384],
[1338408001000, 1528, 130675],
[1338411602000, 1530, 130893],
[1338415201000, 1534, 131071],
[1338418801000, 1537, 131134],
[1338422401000, 1541, 131259],
[1338426001000, 1545, 131309],
[1338429601000, 1548, 131433],
